Namespace(simulation='springs', num_train=50000, num_valid=10000, num_test=10000, length=5000, sample_freq=100, n_balls=5, seed=42, datadir='data/uninfluenced', temperature=0.1, temperature_dist=False, temperature_alpha=None, temperature_num_cats=None, undirected=False, fixed_particle=False, influencer_particle=False, confounder=False, uninfluenced_particle=True, fixed_connectivity=True, length_test=5000)
_springs5_uninfluenced_oneconnect
Generating 50000 training simulations
[5;30;41mEdges are fixed to be: [0m
[[0. 1. 1. 1. 0.]
 [0. 0. 1. 1. 1.]
 [0. 1. 0. 0. 0.]
 [0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0.]]
Iter: 0, Simulation time: 0.11396408081054688
Iter: 5200, Simulation time: 0.1136481761932373
Iter: 5300, Simulation time: 0.11347317695617676
Iter: 5400, Simulation time: 0.1147911548614502
Iter: 5500, Simulation time: 0.1137688159942627
Iter: 5600, Simulation time: 0.11323189735412598
Iter: 5700, Simulation time: 0.1130061149597168
Iter: 5800, Simulation time: 0.11355018615722656
Iter: 5900, Simulation time: 0.11355423927307129
Iter: 6000, Simulation time: 0.11331295967102051
Iter: 6100, Simulation time: 0.11333584785461426
Iter: 6200, Simulation time: 0.1145939826965332
Iter: 6300, Simulation time: 0.11335301399230957
Iter: 6400, Simulation time: 0.11354279518127441
Iter: 6500, Simulation time: 0.11322903633117676
Iter: 6600, Simulation time: 0.11431097984313965
Iter: 6700, Simulation time: 0.11392402648925781
Iter: 6800, Simulation time: 0.11342310905456543
Iter: 6900, Simulation time: 0.11363363265991211
Iter: 7000, Simulation time: 0.11323904991149902
Iter: 7100, Simulation time: 0.11445784568786621
Iter: 7200, Simulation time: 0.11321902275085449
Iter: 7300, Simulation time: 0.11362004280090332
Iter: 7400, Simulation time: 0.1132192611694336
Iter: 7500, Simulation time: 0.11469006538391113
Iter: 7600, Simulation time: 0.11345410346984863
Iter: 7700, Simulation time: 0.11856198310852051
Iter: 7800, Simulation time: 0.1130530834197998
Iter: 7900, Simulation time: 0.11369609832763672
Iter: 8000, Simulation time: 0.11359095573425293
Iter: 8100, Simulation time: 0.11342263221740723
Iter: 8200, Simulation time: 0.11318206787109375
Iter: 8300, Simulation time: 0.11463069915771484
Iter: 8400, Simulation time: 0.11307096481323242
Iter: 8500, Simulation time: 0.1134340763092041
Iter: 8600, Simulation time: 0.11385917663574219
Iter: 8700, Simulation time: 0.11419486999511719
Iter: 8800, Simulation time: 0.11337995529174805
Iter: 8900, Simulation time: 0.11363983154296875
Iter: 9000, Simulation time: 0.11356282234191895
Iter: 9100, Simulation time: 0.11330914497375488
Iter: 9200, Simulation time: 0.11493110656738281
Iter: 9300, Simulation time: 0.11318397521972656
Iter: 9400, Simulation time: 0.11358499526977539
Iter: 9500, Simulation time: 0.11325311660766602
Iter: 9600, Simulation time: 0.11477398872375488
Iter: 9700, Simulation time: 0.11348772048950195
Iter: 9800, Simulation time: 0.11329293251037598
Iter: 9900, Simulation time: 0.11294698715209961
Generating 10000 test simulations
[[0. 1. 1. 1. 0.]
 [0. 0. 1. 1. 1.]
 [0. 1. 0. 0. 0.]
 [0. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0.]]
Iter: 0, Simulation time: 0.1135869026184082
Iter: 100, Simulation time: 0.11359214782714844
Iter: 200, Simulation time: 0.11344099044799805
Iter: 300, Simulation time: 0.11268305778503418
Iter: 400, Simulation time: 0.11464595794677734
Iter: 500, Simulation time: 0.11323428153991699
Iter: 600, Simulation time: 0.11388278007507324
Iter: 700, Simulation time: 0.11285901069641113
Iter: 800, Simulation time: 0.11486315727233887
Iter: 900, Simulation time: 0.11318397521972656
Iter: 1000, Simulation time: 0.11384820938110352
Iter: 1100, Simulation time: 0.11360406875610352
Iter: 1200, Simulation time: 0.11442089080810547
Iter: 1300, Simulation time: 0.11375999450683594
Iter: 1400, Simulation time: 0.11404919624328613
Iter: 1500, Simulation time: 0.11306476593017578
Iter: 1600, Simulation time: 0.11443305015563965
Iter: 1700, Simulation time: 0.11413002014160156
Iter: 1800, Simulation time: 0.11362218856811523
Iter: 1900, Simulation time: 0.11337590217590332
Iter: 2000, Simulation time: 0.11396503448486328
Iter: 2100, Simulation time: 0.11352682113647461
Iter: 2200, Simulation time: 0.11370205879211426
Iter: 2300, Simulation time: 0.11320185661315918
Iter: 2400, Simulation time: 0.11262297630310059
Iter: 2500, Simulation time: 0.11424088478088379
Iter: 2600, Simulation time: 0.11356472969055176
Iter: 2700, Simulation time: 0.11362719535827637
Iter: 2800, Simulation time: 0.11266827583312988
Iter: 2900, Simulation time: 0.11435890197753906
Iter: 3000, Simulation time: 0.11330890655517578
Iter: 3100, Simulation time: 0.11358404159545898
Iter: 3200, Simulation time: 0.11354279518127441
Iter: 3300, Simulation time: 0.11456513404846191
Iter: 3400, Simulation time: 0.11372613906860352
Iter: 3500, Simulation time: 0.11327123641967773
Iter: 3600, Simulation time: 0.11318707466125488
Iter: 3700, Simulation time: 0.11433601379394531
Iter: 3800, Simulation time: 0.11365103721618652
Iter: 3900, Simulation time: 0.11365985870361328
Iter: 4000, Simulation time: 0.11347198486328125
Iter: 4100, Simulation time: 0.11348772048950195
Iter: 4200, Simulation time: 0.11433124542236328
Iter: 4300, Simulation time: 0.1135258674621582
Iter: 4400, Simulation time: 0.11324691772460938
Iter: 4500, Simulation time: 0.1126101016998291
Iter: 4600, Simulation time: 0.11404991149902344
Iter: 4700, Simulation time: 0.11311912536621094
Iter: 4800, Simulation time: 0.11354303359985352
Iter: 4900, Simulation time: 0.11270523071289062
Iter: 5000, Simulation time: 0.11423206329345703
Iter: 5100, Simulation time: 0.11353802680969238
Iter: 5200, Simulation time: 0.11329102516174316
Iter: 5300, Simulation time: 0.11257600784301758
Iter: 5400, Simulation time: 0.11392092704772949
Iter: 5500, Simulation time: 0.1132049560546875
Iter: 5600, Simulation time: 0.11348485946655273
Iter: 5700, Simulation time: 0.11237096786499023
Iter: 5800, Simulation time: 0.11302900314331055
Iter: 5900, Simulation time: 0.11322999000549316
Iter: 6000, Simulation time: 0.1138460636138916
Iter: 6100, Simulation time: 0.11310172080993652
Iter: 6200, Simulation time: 0.11459827423095703
Iter: 6300, Simulation time: 0.11339092254638672
Iter: 6400, Simulation time: 0.11339116096496582
Iter: 6500, Simulation time: 0.1139059066772461
Iter: 6600, Simulation time: 0.11379408836364746
Iter: 6700, Simulation time: 0.11430191993713379
Iter: 6800, Simulation time: 0.11347508430480957
Iter: 6900, Simulation time: 0.11335873603820801
Iter: 7000, Simulation time: 0.11356592178344727
Iter: 7100, Simulation time: 0.11544299125671387
Iter: 7200, Simulation time: 0.11947894096374512
Iter: 7300, Simulation time: 0.11354207992553711
Iter: 7400, Simulation time: 0.11369585990905762
Iter: 7500, Simulation time: 0.11465692520141602
Iter: 7600, Simulation time: 0.11368131637573242
Iter: 7700, Simulation time: 0.11363410949707031
Iter: 7800, Simulation time: 0.11365008354187012
Iter: 7900, Simulation time: 0.11452698707580566
Iter: 8000, Simulation time: 0.11369013786315918
Iter: 8100, Simulation time: 0.11387085914611816
Iter: 8200, Simulation time: 0.11320996284484863
Iter: 8300, Simulation time: 0.1140439510345459
Iter: 8400, Simulation time: 0.11448383331298828
Iter: 8500, Simulation time: 0.11348628997802734
Iter: 8600, Simulation time: 0.11358308792114258
Iter: 8700, Simulation time: 0.11352133750915527
Iter: 8800, Simulation time: 0.11510586738586426
Iter: 8900, Simulation time: 0.11365699768066406
Iter: 9000, Simulation time: 0.11416792869567871
Iter: 9100, Simulation time: 0.11326813697814941
Iter: 9200, Simulation time: 0.11551690101623535
Iter: 9300, Simulation time: 0.11400818824768066
Iter: 9400, Simulation time: 0.11277103424072266
Iter: 9500, Simulation time: 0.1131887435913086
Iter: 9600, Simulation time: 0.11381077766418457
Iter: 9700, Simulation time: 0.11268401145935059
Iter: 9800, Simulation time: 0.11304926872253418
Iter: 9900, Simulation time: 0.1132197380065918
